iter	Logloss
422	0.05221171533
423	0.05212439645
424	0.05203413194
425	0.05193194266
426	0.05179822829
427	0.05167969965
428	0.05157150376
429	0.0513187147
430	0.05118540795
431	0.0510920017
432	0.0510265981
433	0.05093030007
434	0.05083722453
435	0.0507186882
436	0.05051780516
437	0.05027364146
438	0.05010712916
439	0.04997750252
440	0.0498617926
441	0.04971967205
442	0.04949199
443	0.049404898
444	0.04932642368
445	0.04922481506
446	0.04912451775
447	0.04903673357
448	0.04896755372
449	0.04891598225
450	0.04883055533
451	0.04873892569
452	0.04868794641
453	0.04858029273
454	0.04850685212
455	0.04841885259
456	0.04829141401
457	0.0482427151
458	0.0481751042
459	0.04804525452
460	0.04794154244
461	0.04785675003
462	0.0477974684
463	0.04771996698
464	0.04761828146
465	0.04750584018
466	0.04742655062
467	0.04737564441
468	0.04728575676
469	0.04718056033
470	0.04712528567
471	0.04707856332
472	0.04697452822
473	0.04691214331
474	0.04686533636
475	0.04673564819
476	0.04666375729
477	0.04655225046
478	0.04646938462
479	0.04641867453
480	0.04637910858
481	0.04626881692
482	0.04621584185
483	0.04617344949
484	0.046103166
485	0.04600664877
486	0.04586520503
487	0.04579315647
488	0.04571662411
489	0.04568406074
490	0.04547007622
491	0.0453940553
492	0.04526355574
493	0.04519105342
494	0.0451495186
495	0.04512408856
496	0.0450039679
497	0.04495828382
498	0.04488885787
499	0.04478227708
500	0.04471022083
501	0.04466635181
502	0.0446028171
503	0.04452084726
504	0.04442694879
505	0.04436130678
506	0.04432974323
507	0.04425976353
508	0.04420672309
509	0.04408891355
510	0.04402803606
511	0.04392001706
512	0.043909642
513	0.04383153685
514	0.04378698718
515	0.04376990564
516	0.0437297398
517	0.04368189842
518	0.04360978065
519	0.04356403505
520	0.04347024425
521	0.04340012227
522	0.04333280363
523	0.04326965732
524	0.04320699169
525	0.04315503182
526	0.04312722145
527	0.04308948209
528	0.04302709333
529	0.0429713303
530	0.04292476562
531	0.04285294779
532	0.04276090284
533	0.04267391082
534	0.04255917764
535	0.04252050384
536	0.04249875776
537	0.04244507513
538	0.04238080209
539	0.04231990537
540	0.04221347071
541	0.04216715597
542	0.04210746673
543	0.04208086383
544	0.04206231717
545	0.04195593249
546	0.04191487066
547	0.0418650258
548	0.04180051434
549	0.04174263247
550	0.04171119198
551	0.04160793366
552	0.04157470888
553	0.04153710796
554	0.04149373116
555	0.04141816016
556	0.04135946305
557	0.04129688201
558	0.04126036936
559	0.04119056656
560	0.04116268696
561	0.04113225014
562	0.04108080172
563	0.04103745953
564	0.04097759724
565	0.04089536975
566	0.04085796879
567	0.0407976412
568	0.04076839262
569	0.04073039562
570	0.04066063127
571	0.04065076766
572	0.0405384879
573	0.04047254593
574	0.0404239047
575	0.04037173333
576	0.04033021773
577	0.04028198027
578	0.04020376359
579	0.04017144634
580	0.04013562202
581	0.04004293872
582	0.03997462796
583	0.03994271832
584	0.03992086841
585	0.03986987375
586	0.03983787567
587	0.0398021898
588	0.03977829026
589	0.03971133694
590	0.03961696932
591	0.03958573264
592	0.03954357486
593	0.03952296319
594	0.03948380101
595	0.03945245281
596	0.03933834261
597	0.03928178741
598	0.03921944095
599	0.03916885007
600	0.03911595575
601	0.03902442994
602	0.03895746508
603	0.03891479969
604	0.03884118603
605	0.03876893751
606	0.03871313603
607	0.038637715
608	0.03859987567
609	0.03856876589
610	0.03850265857
611	0.03844044285
612	0.03841780847
613	0.03838078437
614	0.03833842278
615	0.03830425585
616	0.0382409711
617	0.03819917479
618	0.03816908406
619	0.03813972781
620	0.03810751054
621	0.03805378945
622	0.03795911804
623	0.03786653088
624	0.03773064767
625	0.03769274681
626	0.03764147143
627	0.03758412023
628	0.03755117232
629	0.03751381366
630	0.03743643914
631	0.03739676937
632	0.03735536529
633	0.0372877544
634	0.03724855377
635	0.0371625385
636	0.03713297844
637	0.0370631218
638	0.03705181229
639	0.03700064075
640	0.03697505689
641	0.03693717526
642	0.03690407353
643	0.03684429969
644	0.03679907706
645	0.03673897251
646	0.03666981574
647	0.03661061487
648	0.0365489529
649	0.03649029424
650	0.03643384672
651	0.03639624196
652	0.036348216
653	0.03630237041
654	0.03623717831
655	0.03620886034
656	0.0361944014
657	0.03615885781
658	0.03610760166
659	0.03605296535
660	0.03596117804
661	0.03593627099
662	0.03590152341
663	0.03583745803
664	0.03577396177
665	0.03575350392
666	0.03569496832
667	0.03565888251
668	0.03560914532
669	0.03557960449
670	0.03553087481
671	0.03547178161
672	0.03542025628
673	0.03538616242
674	0.0353788945
675	0.03535166479
676	0.03532954954
677	0.03531856306
678	0.03526036201
679	0.03522045382
680	0.03518126857
681	0.03514404066
682	0.03512136398
683	0.03508588576
684	0.03505402996
685	0.03499898603
686	0.03493886994
687	0.03487649272
688	0.03482563649
689	0.03478503227
690	0.03471889419
691	0.03466813795
692	0.03463580531
693	0.03459160943
694	0.03455110519
695	0.0345098857
696	0.03446984291
697	0.03445509941
698	0.03441445289
699	0.03439373355
700	0.03437857859
701	0.03434250047
702	0.03432073901
703	0.03429329395
704	0.03426636804
705	0.03422573305
706	0.03418997795
707	0.03411517605
708	0.03406314696
709	0.03403346
710	0.03397280555
711	0.03396186521
712	0.03389451965
713	0.03386797444
714	0.03384770116
715	0.03380876972
716	0.03375963242
717	0.03373400627
718	0.03369649764
719	0.03367729725
720	0.03364103071
721	0.0335712779
722	0.03350443994
723	0.03344135515
724	0.0334305148
725	0.0333940829
726	0.03334089248
727	0.03333048282
728	0.03330533735
729	0.03326534456
730	0.03320128687
731	0.03315411845
732	0.03313606785
733	0.0331015856
734	0.03308429641
735	0.03306763403
736	0.03301335919
737	0.033007591
738	0.03298280316
739	0.03295406218
740	0.0329367653
741	0.03290427885
742	0.03283973279
743	0.03281582555
744	0.03278243157
745	0.03275730533
746	0.03272776834
747	0.03267623148
748	0.03263796529
749	0.03263570801
750	0.03260716315
751	0.03254742392
752	0.0324994018
753	0.03243368672
754	0.03241593222
755	0.03233116673
756	0.03227605358
757	0.03224502264
758	0.03220973861
759	0.03218240123
760	0.03213132966
761	0.03210274058
762	0.0320801658
763	0.03204247644
764	0.032013747
765	0.03197080089
766	0.03193061583
767	0.03185791354
768	0.03179839157
769	0.03176851811
770	0.03170785596
771	0.03162757812
772	0.03159490901
773	0.03152460821
774	0.03150109899
775	0.03146337501
776	0.03144801817
777	0.0314253261
778	0.03140824072
779	0.03137040138
780	0.03133465013
781	0.03130922779
782	0.03125502602
783	0.03123165907
784	0.03117605179
785	0.03110221124
786	0.03108602185
787	0.03105888636
788	0.03102150848
789	0.03099299246
790	0.03096777585
791	0.03093677951
792	0.03088491194
793	0.03084915107
794	0.03082314999
795	0.0308062415
796	0.03077988855
797	0.03075005931
798	0.03073276627
799	0.03068314252
800	0.03064622225
801	0.03060105539
802	0.03057266051
803	0.03052753402
804	0.03049652038
805	0.03043674077
806	0.03035799726
807	0.03033310367
808	0.03030441653
809	0.0302669579
810	0.03021826667
811	0.03016879097
812	0.03011467188
813	0.03007701712
814	0.0300492875
815	0.03001796622
816	0.02998950789
817	0.02996684082
818	0.02994568117
819	0.029916348
820	0.02988565353
821	0.02987086581
822	0.02983728147
823	0.02981955774
824	0.02978421796
825	0.0297498703
826	0.0297039555
827	0.02968334767
828	0.02965504123
829	0.02963557166
830	0.02959896672
831	0.02955541303
832	0.02950765817
833	0.02945991101
834	0.02943696322
835	0.02941039493
836	0.02938090601
837	0.02933031321
838	0.02931059176
839	0.02926014316
840	0.02922272298
841	0.02918449717
842	0.02916150324
843	0.02912842458
844	0.02906481105
845	0.02901376255
846	0.0289455633
847	0.02890395541
848	0.02885442588
849	0.02878961255
850	0.02876414791
851	0.02874466873
852	0.0287229861
853	0.0287095116
854	0.02870084778
855	0.02866550799
856	0.02862673229
857	0.0285993353
858	0.02857878131
859	0.02852525826
860	0.02851227599
861	0.02846991247
862	0.02844541111
863	0.02842464562
864	0.02839253026
865	0.02836918062
866	0.02834272385
867	0.02827977557
868	0.028255653
869	0.02821449311
870	0.0281875595
871	0.02817645573
872	0.02815444239
873	0.02813773963
874	0.02809879857
875	0.02804824998
876	0.02802571558
877	0.02799782445
878	0.02797147536
879	0.02795296138
880	0.0279338629
881	0.02790585256
882	0.02788805577
883	0.02784551344
884	0.02780362483
885	0.02775246866
886	0.02772168959
887	0.027707073
888	0.02767939914
889	0.02766185807
890	0.02764222699
891	0.02761638357
892	0.02760256875
893	0.02758910771
894	0.02756906709
895	0.02754565593
896	0.02752393676
897	0.02750261753
898	0.02747826038
899	0.02744589506
900	0.02741038415
901	0.02737891674
902	0.02735968944
903	0.02735619391
904	0.02730737578
905	0.02728680834
906	0.02724244325
907	0.02720890699
908	0.02719431923
909	0.02715519744
910	0.02712701405
911	0.02709624075
912	0.02708116462
913	0.02706034337
914	0.02703365203
915	0.02700035226
916	0.02697839852
917	0.02695816371
918	0.02695110152
919	0.0269317627
920	0.02690155083
921	0.02687431343
922	0.0268144896
923	0.0267875233
924	0.02678004003
925	0.02671538053
926	0.02669286343
927	0.02663576603
928	0.02662166665
929	0.02657303887
930	0.02655101207
931	0.02651251708
932	0.02650232277
933	0.0264521222
934	0.02641923774
935	0.02640336175
936	0.02638125996
937	0.02633261873
938	0.02631745608
939	0.02628571564
940	0.02623127161
941	0.0261879621
942	0.02615528337
943	0.0261160539
944	0.0260781069
945	0.02606566106
946	0.0260287754
947	0.02600707546
948	0.02599903845
949	0.02596875737
950	0.02594582496
951	0.02592767823
952	0.02590064656
953	0.02587656436
954	0.0258708154
955	0.02583178782
956	0.02581503699
957	0.02579665569
958	0.02575788767
959	0.02573665496
960	0.02569219182
961	0.02567247806
962	0.02563344471
963	0.02559849716
964	0.02557806046
965	0.02556301894
966	0.0255391617
967	0.02551807511
968	0.02548533294
969	0.02545974139
970	0.02541774319
971	0.02538352628
972	0.02536585639
973	0.02534617532
974	0.02534316817
975	0.02531270635
976	0.02530306193
977	0.02525747591
978	0.0252178792
979	0.02518080319
980	0.02516776323
981	0.02514973956
982	0.02510921224
983	0.02509217108
984	0.02507032118
985	0.02505585071
986	0.02504415089
987	0.02503377391
988	0.02501704231
989	0.02499433487
990	0.02496368847
991	0.02492543959
992	0.02488006315
993	0.02486564652
994	0.02485780754
995	0.0248267093
996	0.024790412
997	0.0247722172
998	0.02475803129
999	0.02473337804
